label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
ring,429,754,548,181,frame_177.jpg,1080,1920
ring,429,759,532,168,frame_178.jpg,1080,1920
ring,426,764,519,158,frame_179.jpg,1080,1920
ring,1,809,777,670,frame_18.jpg,1080,1920
ring,426,771,506,148,frame_180.jpg,1080,1920
ring,426,782,494,138,frame_181.jpg,1080,1920
ring,432,799,478,130,frame_182.jpg,1080,1920
ring,437,813,463,122,frame_183.jpg,1080,1920
ring,432,828,459,115,frame_184.jpg,1080,1920
ring,430,840,440,110,frame_185.jpg,1080,1920
ring,421,845,431,105,frame_186.jpg,1080,1920
ring,416,846,425,105,frame_187.jpg,1080,1920
ring,412,845,425,99,frame_188.jpg,1080,1920
ring,411,841,420,96,frame_189.jpg,1080,1920
ring,1,832,769,672,frame_19.jpg,1080,1920
ring,414,837,413,91,frame_190.jpg,1080,1920
ring,426,833,398,89,frame_191.jpg,1080,1920
ring,447,832,374,87,frame_192.jpg,1080,1920
ring,467,833,352,82,frame_193.jpg,1080,1920
ring,488,840,329,77,frame_194.jpg,1080,1920
ring,506,850,310,74,frame_195.jpg,1080,1920
ring,518,864,293,72,frame_196.jpg,1080,1920
ring,538,881,272,71,frame_197.jpg,1080,1920
ring,396,892,417,72,frame_198.jpg,1080,1920
ring,399,901,417,91,frame_199.jpg,1080,1920
ring,80,580,929,743,frame_2.jpg,1080,1920
ring,1,853,766,677,frame_20.jpg,1080,1920
ring,407,911,415,100,frame_200.jpg,1080,1920
ring,414,925,412,110,frame_201.jpg,1080,1920
ring,424,939,407,115,frame_202.jpg,1080,1920
ring,434,953,400,132,frame_203.jpg,1080,1920
ring,447,967,398,142,frame_204.jpg,1080,1920
ring,458,976,395,156,frame_205.jpg,1080,1920
ring,463,986,392,165,frame_206.jpg,1080,1920
ring,465,995,392,173,frame_207.jpg,1080,1920
ring,470,1000,384,181,frame_208.jpg,1080,1920
ring,465,1001,382,186,frame_209.jpg,1080,1920
ring,1,869,762,680,frame_21.jpg,1080,1920
ring,460,1000,375,191,frame_210.jpg,1080,1920
ring,455,995,367,198,frame_211.jpg,1080,1920
ring,445,990,361,196,frame_212.jpg,1080,1920
ring,430,981,356,201,frame_213.jpg,1080,1920
ring,409,976,352,199,frame_214.jpg,1080,1920
ring,381,968,354,204,frame_215.jpg,1080,1920
ring,363,963,349,207,frame_216.jpg,1080,1920
ring,347,957,344,207,frame_217.jpg,1080,1920
ring,338,950,341,211,frame_218.jpg,1080,1920
ring,327,942,344,209,frame_219.jpg,1080,1920
ring,1,888,761,675,frame_22.jpg,1080,1920
ring,323,932,343,211,frame_220.jpg,1080,1920
ring,322,917,344,214,frame_221.jpg,1080,1920
ring,323,896,343,216,frame_222.jpg,1080,1920
ring,323,868,346,219,frame_223.jpg,1080,1920
ring,325,835,349,224,frame_224.jpg,1080,1920
ring,330,792,352,229,frame_225.jpg,1080,1920
ring,337,749,354,235,frame_226.jpg,1080,1920
ring,342,708,362,239,frame_227.jpg,1080,1920
ring,345,655,366,254,frame_228.jpg,1080,1920
ring,347,614,379,268,frame_229.jpg,1080,1920
ring,1,892,759,670,frame_23.jpg,1080,1920
ring,355,580,397,278,frame_230.jpg,1080,1920
ring,366,553,400,290,frame_231.jpg,1080,1920
ring,376,537,410,301,frame_232.jpg,1080,1920
ring,381,529,422,313,frame_233.jpg,1080,1920
ring,391,525,425,321,frame_234.jpg,1080,1920
ring,398,529,428,333,frame_235.jpg,1080,1920
ring,404,545,438,338,frame_236.jpg,1080,1920
ring,411,563,441,344,frame_237.jpg,1080,1920
ring,417,583,445,349,frame_238.jpg,1080,1920
ring,429,608,443,351,frame_239.jpg,1080,1920
ring,1,897,762,662,frame_24.jpg,1080,1920
ring,440,627,445,362,frame_240.jpg,1080,1920
ring,452,647,445,366,frame_241.jpg,1080,1920
ring,465,665,441,369,frame_242.jpg,1080,1920
ring,477,680,440,374,frame_243.jpg,1080,1920
ring,486,697,440,380,frame_244.jpg,1080,1920
ring,495,715,440,380,frame_245.jpg,1080,1920
ring,503,733,438,379,frame_246.jpg,1080,1920
ring,510,743,440,379,frame_247.jpg,1080,1920
ring,519,753,438,384,frame_248.jpg,1080,1920
ring,529,757,440,387,frame_249.jpg,1080,1920
ring,1,894,767,664,frame_25.jpg,1080,1920
ring,536,767,438,389,frame_250.jpg,1080,1920
ring,544,779,438,390,frame_251.jpg,1080,1920
ring,544,794,438,387,frame_252.jpg,1080,1920
ring,549,809,435,389,frame_253.jpg,1080,1920
ring,552,822,431,389,frame_254.jpg,1080,1920
ring,552,833,426,390,frame_255.jpg,1080,1920
ring,552,848,422,387,frame_256.jpg,1080,1920
ring,549,863,417,385,frame_257.jpg,1080,1920
ring,542,878,408,382,frame_258.jpg,1080,1920
ring,534,894,402,377,frame_259.jpg,1080,1920
ring,1,892,776,657,frame_26.jpg,1080,1920
ring,524,906,397,377,frame_260.jpg,1080,1920
ring,513,920,389,375,frame_261.jpg,1080,1920
ring,495,937,390,372,frame_262.jpg,1080,1920
ring,480,948,385,375,frame_263.jpg,1080,1920
ring,460,953,382,377,frame_264.jpg,1080,1920
ring,435,953,384,380,frame_265.jpg,1080,1920
ring,417,944,379,380,frame_266.jpg,1080,1920
ring,399,932,377,377,frame_267.jpg,1080,1920
ring,386,916,382,387,frame_268.jpg,1080,1920
ring,363,901,389,389,frame_269.jpg,1080,1920
ring,1,878,784,659,frame_27.jpg,1080,1920
ring,342,881,387,384,frame_270.jpg,1080,1920
ring,325,868,385,392,frame_271.jpg,1080,1920
ring,300,858,398,395,frame_272.jpg,1080,1920
ring,287,851,403,402,frame_273.jpg,1080,1920
ring,274,848,410,408,frame_274.jpg,1080,1920
ring,264,845,423,417,frame_275.jpg,1080,1920
ring,259,845,428,423,frame_276.jpg,1080,1920
ring,259,848,438,435,frame_277.jpg,1080,1920
ring,259,855,446,440,frame_278.jpg,1080,1920
ring,267,863,450,445,frame_279.jpg,1080,1920
ring,1,863,797,655,frame_28.jpg,1080,1920
ring,281,874,454,451,frame_280.jpg,1080,1920
ring,291,899,463,459,frame_281.jpg,1080,1920
ring,307,920,461,464,frame_282.jpg,1080,1920
ring,330,944,461,468,frame_283.jpg,1080,1920
ring,355,965,456,464,frame_284.jpg,1080,1920
ring,379,983,466,464,frame_285.jpg,1080,1920
ring,403,995,469,468,frame_286.jpg,1080,1920
ring,422,1006,466,468,frame_287.jpg,1080,1920
ring,445,1014,463,464,frame_288.jpg,1080,1920
ring,463,1023,464,464,frame_289.jpg,1080,1920
ring,1,846,809,647,frame_29.jpg,1080,1920
ring,475,1031,463,459,frame_290.jpg,1080,1920
ring,483,1036,461,461,frame_291.jpg,1080,1920
ring,482,1036,464,464,frame_292.jpg,1080,1920
ring,483,1041,463,469,frame_293.jpg,1080,1920
ring,483,1051,463,468,frame_294.jpg,1080,1920
ring,483,1064,468,476,frame_295.jpg,1080,1920
ring,482,1080,471,479,frame_296.jpg,1080,1920
ring,473,1098,476,489,frame_297.jpg,1080,1920
ring,460,1120,479,510,frame_298.jpg,1080,1920
ring,442,1148,491,534,frame_299.jpg,1080,1920
ring,73,578,925,734,frame_3.jpg,1080,1920
ring,1,830,815,632,frame_30.jpg,1080,1920
ring,424,1171,499,540,frame_300.jpg,1080,1920
ring,401,1192,509,553,frame_301.jpg,1080,1920
ring,375,1207,519,568,frame_302.jpg,1080,1920
ring,351,1219,530,586,frame_303.jpg,1080,1920
ring,323,1223,548,603,frame_304.jpg,1080,1920
ring,304,1222,558,617,frame_305.jpg,1080,1920
ring,289,1212,573,639,frame_306.jpg,1080,1920
ring,279,1197,585,647,frame_307.jpg,1080,1920
ring,279,1174,596,654,frame_308.jpg,1080,1920
ring,284,1151,603,652,frame_309.jpg,1080,1920
ring,1,800,813,629,frame_31.jpg,1080,1920
ring,292,1131,606,650,frame_310.jpg,1080,1920
ring,309,1108,608,652,frame_311.jpg,1080,1920
ring,335,1088,601,647,frame_312.jpg,1080,1920
ring,348,1070,616,647,frame_313.jpg,1080,1920
ring,368,1049,614,650,frame_314.jpg,1080,1920
ring,391,1028,614,650,frame_315.jpg,1080,1920
ring,406,1008,611,647,frame_316.jpg,1080,1920
ring,421,988,609,647,frame_317.jpg,1080,1920
ring,429,972,609,650,frame_318.jpg,1080,1920
ring,434,957,601,641,frame_319.jpg,1080,1920
ring,1,777,813,619,frame_32.jpg,1080,1920
ring,435,945,594,631,frame_320.jpg,1080,1920
ring,435,937,585,617,frame_321.jpg,1080,1920
ring,439,927,570,611,frame_322.jpg,1080,1920
ring,447,919,555,596,frame_323.jpg,1080,1920
ring,458,914,542,583,frame_324.jpg,1080,1920
ring,472,909,537,580,frame_325.jpg,1080,1920
ring,486,902,537,578,frame_326.jpg,1080,1920
ring,506,899,532,571,frame_327.jpg,1080,1920
ring,523,892,538,573,frame_328.jpg,1080,1920
ring,534,883,546,578,frame_329.jpg,1080,1920
ring,1,756,813,611,frame_33.jpg,1080,1920
ring,541,871,539,580,frame_330.jpg,1080,1920
ring,538,856,542,583,frame_331.jpg,1080,1920
ring,534,845,546,588,frame_332.jpg,1080,1920
ring,516,832,564,591,frame_333.jpg,1080,1920
ring,486,815,573,598,frame_334.jpg,1080,1920
ring,458,800,578,604,frame_335.jpg,1080,1920
ring,444,782,571,614,frame_336.jpg,1080,1920
ring,432,767,591,624,frame_337.jpg,1080,1920
ring,427,743,609,647,frame_338.jpg,1080,1920
ring,417,716,629,675,frame_339.jpg,1080,1920
ring,1,738,815,608,frame_34.jpg,1080,1920
ring,407,700,647,700,frame_340.jpg,1080,1920
ring,399,693,665,726,frame_341.jpg,1080,1920
ring,393,698,675,756,frame_342.jpg,1080,1920
ring,383,720,683,781,frame_343.jpg,1080,1920
ring,383,749,687,794,frame_344.jpg,1080,1920
ring,376,767,692,802,frame_345.jpg,1080,1920
ring,365,771,697,818,frame_346.jpg,1080,1920
ring,361,759,695,827,frame_347.jpg,1080,1920
ring,351,738,698,832,frame_348.jpg,1080,1920
ring,351,687,692,843,frame_349.jpg,1080,1920
ring,1,720,812,599,frame_35.jpg,1080,1920
ring,363,641,680,858,frame_350.jpg,1080,1920
ring,370,573,685,868,frame_351.jpg,1080,1920
ring,389,525,678,864,frame_352.jpg,1080,1920
ring,419,484,661,866,frame_353.jpg,1080,1920
ring,457,458,623,868,frame_354.jpg,1080,1920
ring,488,441,592,869,frame_355.jpg,1080,1920
ring,511,436,569,874,frame_356.jpg,1080,1920
ring,518,443,562,864,frame_357.jpg,1080,1920
ring,505,448,575,860,frame_358.jpg,1080,1920
ring,472,456,594,856,frame_359.jpg,1080,1920
ring,1,710,805,593,frame_36.jpg,1080,1920
ring,434,469,576,848,frame_360.jpg,1080,1920
ring,379,481,570,841,frame_361.jpg,1080,1920
ring,320,494,552,840,frame_362.jpg,1080,1920
ring,271,517,532,835,frame_363.jpg,1080,1920
ring,223,538,529,828,frame_364.jpg,1080,1920
ring,180,548,535,833,frame_365.jpg,1080,1920
ring,154,553,540,840,frame_366.jpg,1080,1920
ring,123,555,560,853,frame_367.jpg,1080,1920
ring,95,552,580,863,frame_368.jpg,1080,1920
ring,68,547,606,888,frame_369.jpg,1080,1920
ring,1,706,789,593,frame_37.jpg,1080,1920
ring,32,534,645,911,frame_370.jpg,1080,1920
ring,11,527,678,927,frame_371.jpg,1080,1920
ring,1,519,710,944,frame_372.jpg,1080,1920
ring,1,506,746,960,frame_373.jpg,1080,1920
ring,1,487,802,975,frame_374.jpg,1080,1920
ring,1,461,855,990,frame_375.jpg,1080,1920
ring,17,438,888,995,frame_376.jpg,1080,1920
ring,40,412,922,998,frame_377.jpg,1080,1920
ring,63,389,960,1000,frame_378.jpg,1080,1920
ring,95,375,985,980,frame_379.jpg,1080,1920
ring,1,711,764,593,frame_38.jpg,1080,1920
ring,136,364,944,960,frame_380.jpg,1080,1920
ring,170,366,910,920,frame_381.jpg,1080,1920
ring,218,362,862,891,frame_382.jpg,1080,1920
ring,261,372,819,840,frame_383.jpg,1080,1920
ring,286,387,794,779,frame_384.jpg,1080,1920
ring,307,412,773,713,frame_385.jpg,1080,1920
ring,322,436,758,657,frame_386.jpg,1080,1920
ring,328,458,741,603,frame_387.jpg,1080,1920
ring,332,479,697,555,frame_388.jpg,1080,1920
ring,327,491,667,517,frame_389.jpg,1080,1920
ring,1,721,734,596,frame_39.jpg,1080,1920
ring,319,504,636,482,frame_390.jpg,1080,1920
ring,302,512,619,456,frame_391.jpg,1080,1920
ring,289,524,591,426,frame_392.jpg,1080,1920
ring,271,534,570,398,frame_393.jpg,1080,1920
ring,251,537,548,375,frame_394.jpg,1080,1920
ring,233,542,530,354,frame_395.jpg,1080,1920
ring,203,542,525,339,frame_396.jpg,1080,1920
ring,179,538,504,326,frame_397.jpg,1080,1920
ring,154,525,497,319,frame_398.jpg,1080,1920
ring,131,502,494,318,frame_399.jpg,1080,1920
ring,67,578,924,725,frame_4.jpg,1080,1920
ring,1,753,705,591,frame_40.jpg,1080,1920
ring,121,478,486,319,frame_400.jpg,1080,1920
ring,113,451,479,318,frame_401.jpg,1080,1920
ring,109,420,476,321,frame_402.jpg,1080,1920
ring,109,397,473,319,frame_403.jpg,1080,1920
ring,114,382,466,318,frame_404.jpg,1080,1920
ring,119,375,459,316,frame_405.jpg,1080,1920
ring,129,375,450,313,frame_406.jpg,1080,1920
ring,134,382,448,311,frame_407.jpg,1080,1920
ring,144,389,441,310,frame_408.jpg,1080,1920
ring,152,394,435,311,frame_409.jpg,1080,1920
ring,1,784,682,593,frame_41.jpg,1080,1920
ring,162,410,430,306,frame_410.jpg,1080,1920
ring,172,428,428,313,frame_411.jpg,1080,1920
ring,193,450,418,305,frame_412.jpg,1080,1920
ring,207,469,415,298,frame_413.jpg,1080,1920
ring,218,478,417,296,frame_414.jpg,1080,1920
ring,235,487,413,298,frame_415.jpg,1080,1920
ring,256,499,407,296,frame_416.jpg,1080,1920
ring,274,512,402,290,frame_417.jpg,1080,1920
ring,291,522,402,287,frame_418.jpg,1080,1920
ring,307,534,398,285,frame_419.jpg,1080,1920
ring,1,812,677,583,frame_42.jpg,1080,1920
ring,315,538,400,287,frame_420.jpg,1080,1920
ring,323,543,398,283,frame_421.jpg,1080,1920
ring,333,548,400,288,frame_422.jpg,1080,1920
ring,343,558,398,287,frame_423.jpg,1080,1920
ring,353,568,395,285,frame_424.jpg,1080,1920
ring,360,580,397,288,frame_425.jpg,1080,1920
ring,370,590,395,287,frame_426.jpg,1080,1920
ring,376,596,395,288,frame_427.jpg,1080,1920
ring,383,596,398,293,frame_428.jpg,1080,1920
ring,386,593,402,300,frame_429.jpg,1080,1920
ring,1,832,673,586,frame_43.jpg,1080,1920
ring,391,594,407,303,frame_430.jpg,1080,1920
ring,399,596,410,310,frame_431.jpg,1080,1920
ring,411,601,410,315,frame_432.jpg,1080,1920
ring,417,606,410,319,frame_433.jpg,1080,1920
ring,429,616,408,321,frame_434.jpg,1080,1920
ring,434,626,412,326,frame_435.jpg,1080,1920
ring,440,637,412,329,frame_436.jpg,1080,1920
ring,447,650,412,333,frame_437.jpg,1080,1920
ring,452,665,410,338,frame_438.jpg,1080,1920
ring,452,680,410,338,frame_439.jpg,1080,1920
ring,1,848,678,586,frame_44.jpg,1080,1920
ring,454,700,403,333,frame_440.jpg,1080,1920
ring,455,706,400,341,frame_441.jpg,1080,1920
ring,450,716,403,344,frame_442.jpg,1080,1920
ring,447,725,403,346,frame_443.jpg,1080,1920
ring,452,733,395,344,frame_444.jpg,1080,1920
ring,457,739,389,344,frame_445.jpg,1080,1920
ring,465,744,380,346,frame_446.jpg,1080,1920
ring,472,748,374,346,frame_447.jpg,1080,1920
ring,501,751,344,347,frame_448.jpg,1080,1920
ring,519,746,324,351,frame_449.jpg,1080,1920
ring,1,860,685,583,frame_45.jpg,1080,1920
ring,538,746,305,349,frame_450.jpg,1080,1920
ring,546,744,295,351,frame_451.jpg,1080,1920
ring,556,743,285,349,frame_452.jpg,1080,1920
ring,549,743,293,346,frame_453.jpg,1080,1920
ring,544,739,301,344,frame_454.jpg,1080,1920
ring,526,738,318,343,frame_455.jpg,1080,1920
ring,505,733,339,343,frame_456.jpg,1080,1920
ring,477,731,366,339,frame_457.jpg,1080,1920
ring,468,729,374,339,frame_458.jpg,1080,1920
ring,460,731,379,339,frame_459.jpg,1080,1920
ring,1,863,695,583,frame_46.jpg,1080,1920
ring,454,731,382,341,frame_460.jpg,1080,1920
ring,447,733,387,341,frame_461.jpg,1080,1920
ring,442,734,392,341,frame_462.jpg,1080,1920
ring,439,736,397,343,frame_463.jpg,1080,1920
ring,437,734,400,347,frame_464.jpg,1080,1920
ring,435,736,402,349,frame_465.jpg,1080,1920
ring,434,739,407,347,frame_466.jpg,1080,1920
ring,429,741,408,351,frame_467.jpg,1080,1920
ring,426,743,413,354,frame_468.jpg,1080,1920
ring,421,743,417,356,frame_469.jpg,1080,1920
ring,1,864,705,580,frame_47.jpg,1080,1920
ring,422,743,417,361,frame_470.jpg,1080,1920
ring,417,744,425,362,frame_471.jpg,1080,1920
ring,412,741,433,366,frame_472.jpg,1080,1920
ring,414,739,443,367,frame_473.jpg,1080,1920
ring,412,733,451,372,frame_474.jpg,1080,1920
ring,414,726,453,374,frame_475.jpg,1080,1920
ring,406,720,468,377,frame_476.jpg,1080,1920
ring,403,711,464,377,frame_477.jpg,1080,1920
ring,394,706,473,377,frame_478.jpg,1080,1920
ring,394,700,473,380,frame_479.jpg,1080,1920
ring,1,861,715,576,frame_48.jpg,1080,1920
ring,391,693,491,372,frame_480.jpg,1080,1920
ring,399,678,481,377,frame_481.jpg,1080,1920
ring,398,652,489,379,frame_482.jpg,1080,1920
ring,398,622,491,377,frame_483.jpg,1080,1920
ring,396,594,494,379,frame_484.jpg,1080,1920
ring,389,566,499,377,frame_485.jpg,1080,1920
ring,386,540,497,377,frame_486.jpg,1080,1920
ring,381,520,502,374,frame_487.jpg,1080,1920
ring,376,512,501,372,frame_488.jpg,1080,1920
ring,371,512,501,374,frame_489.jpg,1080,1920
ring,1,855,729,578,frame_49.jpg,1080,1920
ring,325,410,616,451,frame_490.jpg,1080,1920
ring,253,250,795,585,frame_491.jpg,1080,1920
ring,179,122,901,697,frame_492.jpg,1080,1920
ring,132,76,948,748,frame_493.jpg,1080,1920
ring,104,69,976,764,frame_494.jpg,1080,1920
ring,80,86,1000,772,frame_495.jpg,1080,1920
ring,58,112,1022,774,frame_496.jpg,1080,1920
ring,42,140,1038,779,frame_497.jpg,1080,1920
ring,22,171,1052,782,frame_498.jpg,1080,1920
ring,11,206,1047,784,frame_499.jpg,1080,1920
ring,58,573,917,725,frame_5.jpg,1080,1920
ring,1,855,744,568,frame_50.jpg,1080,1920
ring,2,237,1042,787,frame_500.jpg,1080,1920
ring,1,260,1029,790,frame_501.jpg,1080,1920
ring,1,295,1016,797,frame_502.jpg,1080,1920
ring,1,336,1009,797,frame_503.jpg,1080,1920
ring,1,377,1006,807,frame_504.jpg,1080,1920
ring,1,426,1004,804,frame_505.jpg,1080,1920
ring,1,473,1009,802,frame_506.jpg,1080,1920
ring,1,519,1021,802,frame_507.jpg,1080,1920
ring,29,552,1008,809,frame_508.jpg,1080,1920
ring,52,583,1008,807,frame_509.jpg,1080,1920
ring,1,853,761,571,frame_51.jpg,1080,1920
ring,80,601,1000,812,frame_510.jpg,1080,1920
ring,96,611,984,820,frame_511.jpg,1080,1920
ring,111,613,969,828,frame_512.jpg,1080,1920
ring,128,611,952,830,frame_513.jpg,1080,1920
ring,137,608,943,832,frame_514.jpg,1080,1920
ring,142,598,938,833,frame_515.jpg,1080,1920
ring,149,585,931,832,frame_516.jpg,1080,1920
ring,151,568,929,825,frame_517.jpg,1080,1920
ring,144,552,936,815,frame_518.jpg,1080,1920
ring,134,534,946,805,frame_519.jpg,1080,1920
ring,1,853,774,568,frame_52.jpg,1080,1920
ring,116,515,964,797,frame_520.jpg,1080,1920
ring,101,497,979,790,frame_521.jpg,1080,1920
ring,90,482,975,774,frame_522.jpg,1080,1920
ring,78,471,962,759,frame_523.jpg,1080,1920
ring,67,466,948,746,frame_524.jpg,1080,1920
ring,53,463,932,731,frame_525.jpg,1080,1920
ring,47,459,916,720,frame_526.jpg,1080,1920
ring,37,459,904,706,frame_527.jpg,1080,1920
ring,32,461,888,695,frame_528.jpg,1080,1920
ring,25,468,876,678,frame_529.jpg,1080,1920
ring,17,855,769,570,frame_53.jpg,1080,1920
ring,24,468,868,669,frame_530.jpg,1080,1920
ring,22,466,860,657,frame_531.jpg,1080,1920
ring,22,463,848,644,frame_532.jpg,1080,1920
ring,24,458,843,629,frame_533.jpg,1080,1920
ring,30,448,833,617,frame_534.jpg,1080,1920
ring,39,436,828,608,frame_535.jpg,1080,1920
ring,55,430,815,593,frame_536.jpg,1080,1920
ring,78,430,804,578,frame_537.jpg,1080,1920
ring,106,422,790,568,frame_538.jpg,1080,1920
ring,134,428,779,555,frame_539.jpg,1080,1920
ring,17,856,774,568,frame_54.jpg,1080,1920
ring,157,430,769,545,frame_540.jpg,1080,1920
ring,185,438,754,535,frame_541.jpg,1080,1920
ring,208,451,744,524,frame_542.jpg,1080,1920
ring,226,459,733,519,frame_543.jpg,1080,1920
ring,248,482,721,504,frame_544.jpg,1080,1920
ring,271,499,708,499,frame_545.jpg,1080,1920
ring,287,517,701,494,frame_546.jpg,1080,1920
ring,307,535,692,484,frame_547.jpg,1080,1920
ring,319,548,688,476,frame_548.jpg,1080,1920
ring,328,555,680,469,frame_549.jpg,1080,1920
ring,20,858,767,566,frame_55.jpg,1080,1920
ring,332,563,677,463,frame_550.jpg,1080,1920
ring,332,565,673,463,frame_551.jpg,1080,1920
ring,327,563,673,463,frame_552.jpg,1080,1920
ring,320,565,672,461,frame_553.jpg,1080,1920
ring,310,565,670,458,frame_554.jpg,1080,1920
ring,300,566,664,454,frame_555.jpg,1080,1920
ring,282,570,664,453,frame_556.jpg,1080,1920
ring,261,571,659,454,frame_557.jpg,1080,1920
ring,235,581,657,453,frame_558.jpg,1080,1920
ring,208,588,655,451,frame_559.jpg,1080,1920
ring,17,860,774,571,frame_56.jpg,1080,1920
ring,187,593,650,458,frame_560.jpg,1080,1920
ring,165,603,645,458,frame_561.jpg,1080,1920
ring,146,614,647,459,frame_562.jpg,1080,1920
ring,128,626,644,461,frame_563.jpg,1080,1920
ring,116,637,644,468,frame_564.jpg,1080,1920
ring,106,650,645,471,frame_565.jpg,1080,1920
ring,98,664,649,476,frame_566.jpg,1080,1920
ring,96,675,647,479,frame_567.jpg,1080,1920
ring,96,687,647,486,frame_568.jpg,1080,1920
ring,95,695,649,492,frame_569.jpg,1080,1920
ring,16,864,772,573,frame_57.jpg,1080,1920
ring,96,705,650,497,frame_570.jpg,1080,1920
ring,96,701,654,514,frame_571.jpg,1080,1920
ring,98,703,659,515,frame_572.jpg,1080,1920
ring,101,703,664,525,frame_573.jpg,1080,1920
ring,106,706,673,535,frame_574.jpg,1080,1920
ring,116,706,680,550,frame_575.jpg,1080,1920
ring,124,708,693,562,frame_576.jpg,1080,1920
ring,141,713,695,573,frame_577.jpg,1080,1920
ring,151,718,710,588,frame_578.jpg,1080,1920
